"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9858","TC001_Login_logout","chromium","2026-08-30","passed","2026-08-30","","Login.spec.ts","",""
